orgpermid,year,cusip,isin,sedol,ticker,siccode,naicscode,comname,fieldid,fieldname,value,valuescore
4295905573,2015,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C-,0.298851118
4295905573,2016,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.375972148
4295905573,2017,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C+,0.420170993
4295905573,2018,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.387468066
4295905573,2019,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.362981648
4295905573,2020,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.407774966
4295905573,2021,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C+,0.434101222
4295905573,2022,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.407628289
4295905573,2023,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.385274113
4295905573,2024,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.367573969
4295905573,2025,37833100,US0378331005,2046251,AAPL,3571,,APPLE INC.,2,ESGCombinedScore,C,0.362595474
5037613143,2013,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,C+,0.451739729
5037613143,2014,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B,0.613327624
5037613143,2015,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B+,0.678629168
5037613143,2016,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,A-,0.751160253
5037613143,2017,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,A-,0.803981665
5037613143,2018,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.572883892
5037613143,2019,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.576575844
5037613143,2020,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.51378353
5037613143,2021,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.514724955
5037613143,2022,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,C,0.405258332
5037613143,2023,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.516318021
5037613143,2024,00287Y109,US00287Y1091,B92SR70,ABBV,2834,,ABBVIE INC.,2,ESGCombinedScore,B-,0.564712967
5001437821,2020,9066101,US0090661010,BMGYYH4,ABNB,7340,,"AIRBNB, INC.",2,ESGCombinedScore,D+,0.240156488
5001437821,2021,9066101,US0090661010,BMGYYH4,ABNB,7340,,"AIRBNB, INC.",2,ESGCombinedScore,C-,0.310088873
5001437821,2022,9066101,US0090661010,BMGYYH4,ABNB,7340,,"AIRBNB, INC.",2,ESGCombinedScore,C-,0.332599907
5001437821,2023,9066101,US0090661010,BMGYYH4,ABNB,7340,,"AIRBNB, INC.",2,ESGCombinedScore,C-,0.281961545
5001437821,2024,9066101,US0090661010,BMGYYH4,ABNB,7340,,"AIRBNB, INC.",2,ESGCombinedScore,C-,0.265763549
4295903265,2010,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,C+,0.422921359
4295903265,2011,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,C+,0.48967451
4295903265,2012,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,A-,0.799915248
4295903265,2013,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,C+,0.478377488
4295903265,2014,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B-,0.549055524
4295903265,2015,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B+,0.706810131
4295903265,2016,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B,0.646725946
4295903265,2017,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,A-,0.813990457
4295903265,2018,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B-,0.567329138
4295903265,2019,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,A-,0.79851547
4295903265,2020,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,A-,0.80353581
4295903265,2021,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B,0.592974535
4295903265,2022,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,C+,0.467846266
4295903265,2023,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,B,0.6203477
4295903265,2024,2824100,US0028241000,2002305,ABT,2834,,ABBOTT LABORATORIES,2,ESGCombinedScore,C+,0.499206014
4295912518,2010,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C-,0.293823951
4295912518,2011,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C-,0.295651133
4295912518,2012,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,D+,0.217584316
4295912518,2013,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C-,0.286133844
4295912518,2014,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,D+,0.225497717
4295912518,2015,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C-,0.287463881
4295912518,2016,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,D+,0.245409434
4295912518,2017,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C-,0.32921155
4295912518,2018,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C,0.35028596
4295912518,2019,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C,0.403682868
4295912518,2020,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,C,0.409237909
4295912518,2021,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,B-,0.577536253
4295912518,2022,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,B,0.587884273
4295912518,2023,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,B,0.604610387
4295912518,2024,,BMG0450A1053,2740542,ACGL,6331,,ARCH CAPITAL GROUP LTD.,2,ESGCombinedScore,B,0.599762252
4295903017,2010,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.78312944
4295903017,2011,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B+,0.742094105
4295903017,2012,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B+,0.717012274
4295903017,2013,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B+,0.729108497
4295903017,2014,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B+,0.725482859
4295903017,2015,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A,0.868493126
4295903017,2016,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.788057803
4295903017,2017,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.812772201
4295903017,2018,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A,0.835710222
4295903017,2019,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.81158535
4295903017,2020,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.803406615
4295903017,2021,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.784658818
4295903017,2022,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.798689164
4295903017,2023,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.808019024
4295903017,2024,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A,0.833965837
4295903017,2025,,IE00B4BNMY34,B4BNMY3,ACN,7389,,ACCENTURE PUBLIC LIMITED COMPANY,2,ESGCombinedScore,A-,0.829905136
4295905431,2010,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,C,0.388059023
4295905431,2011,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.715751307
4295905431,2012,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.686046252
4295905431,2013,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B,0.652901297
4295905431,2014,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.702617481
4295905431,2015,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,A-,0.750652024
4295905431,2016,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,A-,0.786135951
4295905431,2017,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,A-,0.785199323
4295905431,2018,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,A-,0.786188173
4295905431,2019,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.690938921
4295905431,2020,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.745943928
4295905431,2021,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,A-,0.755649609
4295905431,2022,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,B+,0.707351123
4295905431,2023,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,C+,0.428917696
4295905431,2024,00724F101,US00724F1012,2008154,ADBE,7372,,ADOBE INC.,2,ESGCombinedScore,C,0.416481056
4295903393,2010,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.744794087
4295903393,2011,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,A-,0.758332848
4295903393,2012,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.714736779
4295903393,2013,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,A-,0.798725366
4295903393,2014,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,A-,0.772508059
4295903393,2015,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.745674379
4295903393,2016,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.698796946
4295903393,2017,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.717727178
4295903393,2018,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,A-,0.763807539
4295903393,2019,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.718434725
4295903393,2020,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B-,0.557458567
4295903393,2021,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.749098845
4295903393,2022,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B,0.643254314
4295903393,2023,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B,0.655049375
4295903393,2024,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.683588467
4295903393,2025,32654105,US0326541051,2032067,ADI,3674,,"ANALOG DEVICES, INC.",2,ESGCombinedScore,B+,0.688823
5040695412,2013,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D,0.100168947
5040695412,2014,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D,0.119370927
5040695412,2015,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D,0.118640988
5040695412,2016,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D,0.139923724
5040695412,2017,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D,0.145840717
5040695412,2018,,AU000000IDR4,BGHQFH4,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D+,0.19385263
5040695412,2019,,AU0000039711,BJMC125,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,D+,0.214649077
5040695412,2020,,AU0000039711,BJMC125,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,C-,0.329271113
5040695412,2021,,AU0000192833,BP2RQ94,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,C,0.349246126
5040695412,2022,,AU0000192833,BP2RQ94,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,C+,0.461369724
5040695412,2023,,AU0000192833,BP2RQ94,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,B,0.606078843
5040695412,2024,,AU0000192833,BP2RQ94,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,B-,0.562365187
5040695412,2025,,AU0000192833,BP2RQ94,ADI,,,Dexus Industria REIT,2,ESGCombinedScore,B-,0.554026016
4295897802,2010,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C,0.411503906
4295897802,2011,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C+,0.47297824
4295897802,2012,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C+,0.444351013
4295897802,2013,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C,0.41499823
4295897802,2014,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C,0.391790942
4295897802,2015,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.544284733
4295897802,2016,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.570248357
4295897802,2017,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B,0.616402783
4295897802,2018,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,C+,0.488844684
4295897802,2019,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.56270295
4295897802,2020,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B,0.599998114
4295897802,2021,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.562334825
4295897802,2022,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B,0.590409402
4295897802,2023,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.550929324
4295897802,2024,,GB00B02J6398,B02J639,ADM,,,ADMIRAL GROUP PLC,2,ESGCombinedScore,B-,0.529888733
4295903463,2010,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B,0.59874032
4295903463,2011,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B-,0.522246908
4295903463,2012,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B,0.588904914
4295903463,2013,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,C+,0.485537443
4295903463,2014,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B-,0.546001901
4295903463,2015,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B-,0.515739295
4295903463,2016,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,B-,0.551718231
4295903463,2017,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.786188559
4295903463,2018,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.762855332
4295903463,2019,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.771854108
4295903463,2020,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.770898245
4295903463,2021,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.78325574
4295903463,2022,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,A-,0.750369236
4295903463,2023,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,C+,0.499790654
4295903463,2024,39483102,US0394831020,2047317,ADM,2070,,ARCHER-DANIELS-MIDLAND COMPANY.,2,ESGCombinedScore,C,0.391186821
4295867266,2010,,FR0010340141,B164FY1,ADP,,,AEROPORTS DE PARIS SA,2,ESGCombinedScore,B-,0.5399652
4295867266,2011,,FR0010340141,B164FY1,ADP,,,AEROPORTS DE PARIS SA,2,ESGCombinedScore,B,0.647409365
4295867266,2012,,FR0010340141,B164FY1,ADP,,,AEROPORTS DE PARIS SA,2,ESGCombinedScore,B,0.617492982
4295867266,2013,,FR0010340141,B164FY1,ADP,,,AEROPORTS DE PARIS SA,2,ESGCombinedScore,B+,0.68833698
